KISS-Kürzel;IntervallId;Stationsname;Startdatum;Enddatum;BeobachtungsId;Beobachtungsdatum;Berufsgruppe;Indikation;Aktion;Handschuhe;Import KisRecordId Intervall;Import KisRecordId Beobachtung
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Ärzte;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Andere;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Andere;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Schleimhautkontakt;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Schleimhautkontakt;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Punktionen, Zugänge legen;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;2;ST2;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Verbandw., Manip. Drain.;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Beatmung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;Ja;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;Ja;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Nein;Ja;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;vor Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Ärzte;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Nein;Nein;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: Manip. i.v./i.a. Zugänge;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: keine Angabe;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit Patienten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;vor asept. Tätigkeit: i.v. Med. zubereiten;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Pflegepersonal;nach Kontakt mit pot. infekt. Material;Ja;;;;
KH-KÜRZEL;3;ST3;START;END;BEOBID;BEOBACHDAT;Andere;nach Kontakt mit Pat.-Umgebung;Ja;;;;
